,id,divsRank,finalRank,swimmer,swimmerage,school,event,seedTime,divsTime,finalTime,qualified,year,eventMeanAge,eventMedianAge,gender,distance,stroke
229,279,6,6.0,279,15,39,9,95.28999999999999,95.94,94.27000000000001,True,2017,14.885245901639344,15.0,Girls,100,Breaststroke
230,280,7,7.0,280,15,49,9,105.89,101.44,101.03,True,2017,14.885245901639344,15.0,Girls,100,Breaststroke
231,281,8,8.0,281,15,42,9,103.28,107.21000000000001,107.6,True,2017,14.885245901639344,15.0,Girls,100,Breaststroke
232,282,9,,282,15,35,9,109.72,109.83,,False,2017,14.885245901639344,15.0,Girls,100,Breaststroke
233,283,10,,283,15,17,9,114.3,114.67,,False,2017,14.885245901639344,15.0,Girls,100,Breaststroke
234,284,11,,284,15,5,9,127.0,124.44,,False,2017,14.885245901639344,15.0,Girls,100,Breaststroke
235,285,12,,285,15,39,9,130.28,131.22,,False,2017,14.885245901639344,15.0,Girls,100,Breaststroke
236,286,13,,286,15,46,9,127.03,134.53,,False,2017,14.885245901639344,15.0,Girls,100,Breaststroke
237,287,14,,287,15,5,9,149.57,152.51,,False,2017,14.885245901639344,15.0,Girls,100,Breaststroke
238,290,1,1.0,290,16,26,10,87.09,84.0,82.45,True,2017,15.981132075471699,16.0,Girls,100,Breaststroke
239,291,2,2.0,291,16,49,10,94.9,90.55,89.89,True,2017,15.981132075471699,16.0,Girls,100,Breaststroke
240,292,3,,292,16,16,10,91.09,90.92,,True,2017,15.981132075471699,16.0,Girls,100,Breaststroke
241,293,4,3.0,293,16,42,10,101.13,96.66,97.84,True,2017,15.981132075471699,16.0,Girls,100,Breaststroke
242,294,5,4.0,294,16,3,10,98.91,100.09,99.53999999999999,True,2017,15.981132075471699,16.0,Girls,100,Breaststroke
243,295,6,5.0,295,16,48,10,104.97999999999999,101.81,101.35,True,2017,15.981132075471699,16.0,Girls,100,Breaststroke
244,296,7,6.0,296,16,42,10,105.9,107.6,109.36,True,2017,15.981132075471699,16.0,Girls,100,Breaststroke
245,297,8,7.0,111,16,49,10,120.39,112.25999999999999,112.74000000000001,True,2017,15.981132075471699,16.0,Girls,100,Breaststroke
246,298,9,,129,16,49,10,110.22,113.96000000000001,,False,2017,15.981132075471699,16.0,Girls,100,Breaststroke
247,299,10,,297,16,3,10,127.34,116.11,,False,2017,15.981132075471699,16.0,Girls,100,Breaststroke
248,300,11,,117,16,3,10,119.22,116.25999999999999,,False,2017,15.981132075471699,16.0,Girls,100,Breaststroke
249,301,12,,298,16,5,10,115.0,116.72,,False,2017,15.981132075471699,16.0,Girls,100,Breaststroke
250,302,13,,13,16,34,10,121.9,117.7,,False,2017,15.981132075471699,16.0,Girls,100,Breaststroke
251,303,14,,299,16,39,10,123.71,118.6,,False,2017,15.981132075471699,16.0,Girls,100,Breaststroke
252,304,15,,300,16,34,10,121.9,123.3,,False,2017,15.981132075471699,16.0,Girls,100,Breaststroke
253,305,16,,301,16,46,10,125.16,123.86,,False,2017,15.981132075471699,16.0,Girls,100,Breaststroke
254,309,1,2.0,304,17,3,11,81.15,80.83,80.95,True,2017,17.0,17.0,Girls,100,Breaststroke
255,310,2,1.0,305,17,33,11,84.3,82.95,77.37,True,2017,17.0,17.0,Girls,100,Breaststroke
256,311,3,3.0,306,17,49,11,92.5,91.13,90.28999999999999,True,2017,17.0,17.0,Girls,100,Breaststroke
257,312,4,4.0,307,17,17,11,92.63,94.53,93.19,True,2017,17.0,17.0,Girls,100,Breaststroke
258,313,5,6.0,308,17,52,11,97.96000000000001,95.47999999999999,95.3,True,2017,17.0,17.0,Girls,100,Breaststroke
259,314,6,7.0,309,17,5,11,96.44,96.7,95.39,True,2017,17.0,17.0,Girls,100,Breaststroke
260,315,7,5.0,310,17,42,11,100.84,98.36,94.9,True,2017,17.0,17.0,Girls,100,Breaststroke
261,316,8,,311,17,39,11,145.94,102.57,,True,2017,17.0,17.0,Girls,100,Breaststroke
262,317,9,8.0,312,17,33,11,77.36,103.27000000000001,107.63,False,2017,17.0,17.0,Girls,100,Breaststroke
263,318,10,,8,17,30,11,106.66,107.42,,False,2017,17.0,17.0,Girls,100,Breaststroke
264,319,11,,313,17,46,11,104.65,107.72,,False,2017,17.0,17.0,Girls,100,Breaststroke
265,320,12,,151,17,3,11,119.55,112.91,,False,2017,17.0,17.0,Girls,100,Breaststroke
266,321,13,,314,17,34,11,116.35,113.83,,False,2017,17.0,17.0,Girls,100,Breaststroke
267,322,14,,315,17,27,11,120.0,123.47,,False,2017,17.0,17.0,Girls,100,Breaststroke
268,323,14,,316,17,33,11,121.97,123.47,,False,2017,17.0,17.0,Girls,100,Breaststroke
269,324,1,1.0,317,15,3,12,77.94,76.42,75.82,True,2017,14.916666666666666,15.0,Boys,100,Breaststroke
270,325,2,2.0,318,15,3,12,102.94,96.86,93.56,True,2017,14.916666666666666,15.0,Boys,100,Breaststroke
271,326,3,3.0,319,15,33,12,100.25,98.3,97.44,True,2017,14.916666666666666,15.0,Boys,100,Breaststroke
272,327,4,4.0,182,15,46,12,104.38,103.58,101.94,True,2017,14.916666666666666,15.0,Boys,100,Breaststroke
273,328,5,5.0,320,15,46,12,115.0,105.24000000000001,102.58,True,2017,14.916666666666666,15.0,Boys,100,Breaststroke
274,329,6,7.0,321,15,26,12,113.75,111.08,112.78999999999999,True,2017,14.916666666666666,15.0,Boys,100,Breaststroke
275,330,7,6.0,322,15,46,12,114.38,111.94,104.89,True,2017,14.916666666666666,15.0,Boys,100,Breaststroke
276,331,8,8.0,323,15,39,12,140.93,119.03,125.65,True,2017,14.916666666666666,15.0,Boys,100,Breaststroke
277,332,9,,324,15,5,12,111.87,123.6,,False,2017,14.916666666666666,15.0,Boys,100,Breaststroke
278,333,10,,325,15,33,12,134.5,130.0,,False,2017,14.916666666666666,15.0,Boys,100,Breaststroke
279,339,1,1.0,331,16,45,13,73.25,68.32,67.78,True,2017,16.0,16.0,Boys,100,Breaststroke
280,340,2,2.0,332,16,3,13,72.34,77.02,75.23,True,2017,16.0,16.0,Boys,100,Breaststroke
281,341,3,4.0,333,16,5,13,96.15,85.5,85.7,True,2017,16.0,16.0,Boys,100,Breaststroke
282,342,4,3.0,334,16,3,13,91.61,85.74,83.98,True,2017,16.0,16.0,Boys,100,Breaststroke
283,343,5,5.0,335,16,33,13,92.44,87.58,87.92,True,2017,16.0,16.0,Boys,100,Breaststroke
284,344,6,6.0,336,16,38,13,91.28,88.16,89.01,True,2017,16.0,16.0,Boys,100,Breaststroke
285,345,7,7.0,337,16,42,13,98.94,95.53,94.09,True,2017,16.0,16.0,Boys,100,Breaststroke
286,346,8,8.0,338,16,38,13,104.25999999999999,101.5,100.56,True,2017,16.0,16.0,Boys,100,Breaststroke
287,347,9,,339,16,17,13,107.18,103.22,,False,2017,16.0,16.0,Boys,100,Breaststroke
288,348,10,,340,16,3,13,112.53999999999999,104.84,,False,2017,16.0,16.0,Boys,100,Breaststroke
289,349,11,,341,16,5,13,97.75,107.75,,False,2017,16.0,16.0,Boys,100,Breaststroke
290,350,12,,342,16,3,13,116.4,111.25,,False,2017,16.0,16.0,Boys,100,Breaststroke
291,351,13,,343,16,5,13,122.94,121.45,,False,2017,16.0,16.0,Boys,100,Breaststroke
292,356,1,2.0,348,17,52,14,71.24,70.6,71.01,True,2017,17.020833333333332,17.0,Boys,100,Breaststroke
293,357,2,1.0,349,17,3,14,71.2,72.24,69.56,True,2017,17.020833333333332,17.0,Boys,100,Breaststroke
294,358,3,4.0,350,17,3,14,78.69,75.56,75.84,True,2017,17.020833333333332,17.0,Boys,100,Breaststroke
295,359,4,3.0,351,17,46,14,77.22,77.03,73.43,True,2017,17.020833333333332,17.0,Boys,100,Breaststroke
296,360,5,5.0,352,17,33,14,100.22999999999999,81.81,79.2,True,2017,17.020833333333332,17.0,Boys,100,Breaststroke
297,361,6,6.0,353,17,48,14,85.01,85.92,83.53999999999999,True,2017,17.020833333333332,17.0,Boys,100,Breaststroke
298,362,7,,354,17,52,14,91.15,87.26,,True,2017,17.020833333333332,17.0,Boys,100,Breaststroke
299,363,8,7.0,252,17,17,14,92.8,92.58,93.9,True,2017,17.020833333333332,17.0,Boys,100,Breaststroke
300,364,9,8.0,355,17,5,14,101.28,96.53,96.87,False,2017,17.020833333333332,17.0,Boys,100,Breaststroke
301,365,10,,356,17,16,14,95.96000000000001,96.7,,False,2017,17.020833333333332,17.0,Boys,100,Breaststroke
302,366,11,,357,17,3,14,102.72999999999999,100.07,,False,2017,17.020833333333332,17.0,Boys,100,Breaststroke
303,367,12,,358,17,5,14,103.28,103.97,,False,2017,17.020833333333332,17.0,Boys,100,Breaststroke
304,368,13,,254,17,5,14,110.28999999999999,106.47,,False,2017,17.020833333333332,17.0,Boys,100,Breaststroke
305,369,14,,359,17,3,14,111.56,110.58,,False,2017,17.020833333333332,17.0,Boys,100,Breaststroke
306,370,15,,360,17,46,14,109.41,114.11,,False,2017,17.020833333333332,17.0,Boys,100,Breaststroke
307,372,1,1.0,362,15,33,15,33.34,33.26,32.29,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
308,373,2,2.0,363,15,17,15,33.53,33.62,33.14,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
309,374,3,4.0,364,15,3,15,32.24,33.71,33.47,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
310,375,4,3.0,365,15,3,15,32.96,33.73,33.17,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
311,376,5,5.0,366,15,16,15,37.99,34.19,33.86,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
312,377,6,,367,15,26,15,38.43,36.61,,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
313,378,7,6.0,368,15,16,15,40.3,36.97,35.11,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
314,379,8,7.0,369,15,55,15,44.94,39.88,39.09,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
315,380,9,8.0,370,15,17,15,42.2,43.82,45.04,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
316,381,10,9.0,371,15,16,15,44.1,44.93,45.81,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
317,382,11,10.0,283,15,17,15,46.9,47.29,46.04,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
318,383,12,11.0,372,15,34,15,50.09,49.33,48.53,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
319,384,13,12.0,59,15,42,15,55.3,59.16,56.88,True,2017,14.794871794871796,15.0,Girls,50,Butterfly
320,385,1,1.0,373,16,3,16,31.2,32.63,31.93,True,2017,15.975,16.0,Girls,50,Butterfly
321,386,2,2.0,374,16,10,16,34.28,34.95,34.26,True,2017,15.975,16.0,Girls,50,Butterfly
322,387,3,3.0,375,16,3,16,38.64,35.78,34.42,True,2017,15.975,16.0,Girls,50,Butterfly
323,388,4,4.0,6,16,5,16,36.7,37.26,37.1,True,2017,15.975,16.0,Girls,50,Butterfly
324,389,5,5.0,376,16,48,16,35.47,37.45,37.25,True,2017,15.975,16.0,Girls,50,Butterfly
325,390,6,7.0,377,16,16,16,40.45,38.51,38.93,True,2017,15.975,16.0,Girls,50,Butterfly
326,391,7,6.0,378,16,42,16,38.23,38.67,38.25,True,2017,15.975,16.0,Girls,50,Butterfly
327,392,8,8.0,379,16,42,16,43.63,40.82,42.6,True,2017,15.975,16.0,Girls,50,Butterfly
328,393,9,9.0,101,16,42,16,45.44,42.41,43.47,True,2017,15.975,16.0,Girls,50,Butterfly
329,394,10,10.0,380,16,5,16,47.5,49.15,46.38,True,2017,15.975,16.0,Girls,50,Butterfly
330,395,11,11.0,381,16,5,16,55.78,49.79,48.54,True,2017,15.975,16.0,Girls,50,Butterfly
331,396,12,13.0,15,16,39,16,57.0,53.23,58.07,True,2017,15.975,16.0,Girls,50,Butterfly
332,397,13,14.0,382,16,30,16,58.0,59.38,59.13,True,2017,15.975,16.0,Girls,50,Butterfly
333,398,14,12.0,383,16,5,16,64.36,61.22,57.56,True,2017,15.975,16.0,Girls,50,Butterfly
334,399,1,1.0,384,17,3,17,30.74,32.08,31.74,True,2017,16.939393939393938,17.0,Girls,50,Butterfly
335,400,2,4.0,385,17,52,17,34.84,34.61,34.72,True,2017,16.939393939393938,17.0,Girls,50,Butterfly
336,401,3,2.0,386,17,33,17,35.16,35.8,33.84,True,2017,16.939393939393938,17.0,Girls,50,Butterfly
337,402,4,3.0,140,17,16,17,36.52,36.11,33.88,True,2017,16.939393939393938,17.0,Girls,50,Butterfly
338,403,5,5.0,387,17,5,17,41.73,36.85,35.58,True,2017,16.939393939393938,17.0,Girls,50,Butterfly
339,404,6,8.0,388,17,18,17,43.18,41.42,41.78,True,2017,16.939393939393938,17.0,Girls,50,Butterfly
340,405,7,7.0,389,17,18,17,46.4,43.86,41.76,True,2017,16.939393939393938,17.0,Girls,50,Butterfly
341,406,8,6.0,390,17,3,17,55.9,44.97,41.42,True,2017,16.939393939393938,17.0,Girls,50,Butterfly
342,407,9,10.0,391,17,46,17,51.26,51.7,54.06,True,2017,16.939393939393938,17.0,Girls,50,Butterfly
343,408,10,9.0,392,17,39,17,54.41,52.47,53.98,True,2017,16.939393939393938,17.0,Girls,50,Butterfly
344,409,11,,393,17,39,17,56.16,52.96,,True,2017,16.939393939393938,17.0,Girls,50,Butterfly
345,410,12,,311,17,39,17,62.33,68.75,,True,2017,16.939393939393938,17.0,Girls,50,Butterfly
346,411,1,1.0,394,15,42,18,30.12,27.4,26.99,True,2017,14.911764705882353,15.0,Boys,50,Butterfly
347,412,2,2.0,395,15,3,18,28.96,29.18,28.5,True,2017,14.911764705882353,15.0,Boys,50,Butterfly
348,413,3,3.0,396,15,49,18,36.15,35.07,34.12,True,2017,14.911764705882353,15.0,Boys,50,Butterfly
349,414,4,4.0,397,15,52,18,36.1,37.04,35.11,True,2017,14.911764705882353,15.0,Boys,50,Butterfly
350,415,5,5.0,398,15,36,18,39.6,38.36,35.71,True,2017,14.911764705882353,15.0,Boys,50,Butterfly
351,416,6,6.0,399,15,49,18,43.03,40.86,38.76,True,2017,14.911764705882353,15.0,Boys,50,Butterfly
352,417,7,7.0,400,15,5,18,44.41,42.04,40.58,True,2017,14.911764705882353,15.0,Boys,50,Butterfly
353,418,8,8.0,29,15,39,18,47.79,43.1,43.68,True,2017,14.911764705882353,15.0,Boys,50,Butterfly
354,419,9,9.0,195,15,30,18,55.72,66.62,69.44,True,2017,14.911764705882353,15.0,Boys,50,Butterfly
355,424,1,1.0,404,16,3,19,30.68,28.39,28.28,True,2017,15.953488372093023,16.0,Boys,50,Butterfly
356,425,2,2.0,405,16,52,19,32.5,30.27,29.77,True,2017,15.953488372093023,16.0,Boys,50,Butterfly
357,426,3,3.0,208,16,17,19,31.47,30.32,30.14,True,2017,15.953488372093023,16.0,Boys,50,Butterfly
358,427,4,5.0,406,16,38,19,31.81,31.23,31.4,True,2017,15.953488372093023,16.0,Boys,50,Butterfly
359,428,5,4.0,407,16,26,19,29.89,31.54,30.74,True,2017,15.953488372093023,16.0,Boys,50,Butterfly
360,429,6,6.0,408,16,3,19,33.85,32.18,31.56,True,2017,15.953488372093023,16.0,Boys,50,Butterfly
361,430,7,8.0,214,16,16,19,34.72,34.34,34.61,True,2017,15.953488372093023,16.0,Boys,50,Butterfly
362,431,8,7.0,409,16,3,19,33.77,34.87,34.05,True,2017,15.953488372093023,16.0,Boys,50,Butterfly
363,432,9,9.0,410,16,5,19,37.97,36.15,36.95,True,2017,15.953488372093023,16.0,Boys,50,Butterfly
364,433,10,10.0,411,16,5,19,44.12,41.69,38.52,True,2017,15.953488372093023,16.0,Boys,50,Butterfly
365,434,11,11.0,222,16,33,19,45.12,42.3,42.03,True,2017,15.953488372093023,16.0,Boys,50,Butterfly
366,435,1,1.0,412,17,3,20,26.81,27.3,26.74,True,2017,17.0,17.0,Boys,50,Butterfly
367,436,2,2.0,413,17,5,20,32.16,30.07,29.24,True,2017,17.0,17.0,Boys,50,Butterfly
368,437,3,4.0,414,17,48,20,29.66,30.28,30.79,True,2017,17.0,17.0,Boys,50,Butterfly
369,438,4,3.0,415,17,46,20,33.24,32.04,30.73,True,2017,17.0,17.0,Boys,50,Butterfly
370,439,5,5.0,23,17,36,20,35.69,32.85,31.52,True,2017,17.0,17.0,Boys,50,Butterfly
371,440,6,6.0,416,17,27,20,39.22,38.63,35.94,True,2017,17.0,17.0,Boys,50,Butterfly
372,441,7,7.0,257,17,3,20,41.94,40.41,39.05,True,2017,17.0,17.0,Boys,50,Butterfly
373,442,8,8.0,417,17,5,20,40.89,45.77,42.19,True,2017,17.0,17.0,Boys,50,Butterfly
374,445,1,1.0,420,15,3,21,64.0,67.45,66.45,True,2017,14.804878048780488,15.0,Girls,100,Freestyle
375,446,2,2.0,421,15,35,21,70.9,68.23,70.65,True,2017,14.804878048780488,15.0,Girls,100,Freestyle
376,447,3,3.0,42,15,16,21,77.1,77.12,75.28,True,2017,14.804878048780488,15.0,Girls,100,Freestyle
377,448,4,4.0,422,15,46,21,76.9,78.5,75.46000000000001,True,2017,14.804878048780488,15.0,Girls,100,Freestyle
378,449,5,5.0,48,15,35,21,82.31,81.23,78.17,True,2017,14.804878048780488,15.0,Girls,100,Freestyle
379,450,6,8.0,423,15,33,21,85.16,81.77,83.1,True,2017,14.804878048780488,15.0,Girls,100,Freestyle
380,451,7,6.0,424,15,5,21,86.43,83.89,80.23,True,2017,14.804878048780488,15.0,Girls,100,Freestyle
381,452,8,7.0,425,15,36,21,82.65,84.03999999999999,81.6,True,2017,14.804878048780488,15.0,Girls,100,Freestyle
382,453,9,,45,15,3,21,84.19,85.2,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
383,454,10,,426,15,49,21,84.03999999999999,86.82,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
384,455,11,,427,15,38,21,97.34,91.3,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
385,456,12,,428,15,49,21,103.69,92.9,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
386,457,13,,429,15,52,21,99.16,95.95,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
387,458,14,,430,15,39,21,103.13,97.83,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
388,459,15,,431,15,3,21,103.49000000000001,103.02000000000001,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
389,460,16,,287,15,5,21,110.4,103.17,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
390,461,17,,52,15,5,21,103.34,104.28,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
391,462,18,,432,15,55,21,110.35,104.53,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
392,463,19,,433,15,52,21,43.62,106.36,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
393,464,20,,434,15,46,21,117.22999999999999,120.23,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
394,465,21,,435,15,46,21,117.78,128.7,,False,2017,14.804878048780488,15.0,Girls,100,Freestyle
395,467,1,1.0,436,16,57,22,62.12,63.05,63.06,True,2017,16.0,16.0,Girls,100,Freestyle
396,468,2,,437,16,55,22,58.7,65.55,,True,2017,16.0,16.0,Girls,100,Freestyle
397,469,3,2.0,438,16,3,22,62.0,67.86,68.09,True,2017,16.0,16.0,Girls,100,Freestyle
398,470,4,3.0,439,16,33,22,75.41,72.7,74.78,True,2017,16.0,16.0,Girls,100,Freestyle
399,471,5,4.0,440,16,18,22,80.09,76.09,75.33,True,2017,16.0,16.0,Girls,100,Freestyle
400,472,6,5.0,441,16,27,22,100.0,80.98,81.76,True,2017,16.0,16.0,Girls,100,Freestyle
401,473,7,,7,16,49,22,77.49,81.48,,True,2017,16.0,16.0,Girls,100,Freestyle
402,474,8,6.0,442,16,52,22,82.47,82.58,83.27,True,2017,16.0,16.0,Girls,100,Freestyle
403,475,9,7.0,443,16,45,22,95.3,84.61,83.66,False,2017,16.0,16.0,Girls,100,Freestyle
404,476,10,8.0,444,16,46,22,91.25,87.55,87.38,False,2017,16.0,16.0,Girls,100,Freestyle
405,477,11,,445,16,16,22,87.9,88.47,,False,2017,16.0,16.0,Girls,100,Freestyle
406,478,12,,10,16,33,22,85.09,90.64,,False,2017,16.0,16.0,Girls,100,Freestyle
407,479,13,,446,16,52,22,100.11,91.53999999999999,,False,2017,16.0,16.0,Girls,100,Freestyle
408,480,14,,447,16,49,22,95.43,95.97,,False,2017,16.0,16.0,Girls,100,Freestyle
409,481,15,,448,16,49,22,101.06,97.2,,False,2017,16.0,16.0,Girls,100,Freestyle
410,482,16,,12,16,39,22,131.37,97.25,,False,2017,16.0,16.0,Girls,100,Freestyle
411,483,17,,123,16,34,22,110.3,104.72,,False,2017,16.0,16.0,Girls,100,Freestyle
412,484,18,,114,16,43,22,112.78999999999999,110.19,,False,2017,16.0,16.0,Girls,100,Freestyle
413,485,19,,119,16,5,22,114.81,112.22999999999999,,False,2017,16.0,16.0,Girls,100,Freestyle
414,486,20,,449,16,43,22,115.28,113.46000000000001,,False,2017,16.0,16.0,Girls,100,Freestyle
415,487,21,,450,16,10,22,125.84,128.94,,False,2017,16.0,16.0,Girls,100,Freestyle
416,489,1,1.0,4,17,3,23,74.47,67.4,65.94,True,2017,16.94,17.0,Girls,100,Freestyle
417,490,2,2.0,452,17,46,23,72.41,70.6,71.53999999999999,True,2017,16.94,17.0,Girls,100,Freestyle
418,491,3,3.0,453,17,3,23,77.84,75.36,71.7,True,2017,16.94,17.0,Girls,100,Freestyle
419,492,4,4.0,312,17,33,23,110.72,81.11,75.23,True,2017,16.94,17.0,Girls,100,Freestyle
420,493,5,,454,17,46,23,79.59,82.03,,True,2017,16.94,17.0,Girls,100,Freestyle
421,494,6,5.0,455,17,26,23,87.63,83.64,81.83,True,2017,16.94,17.0,Girls,100,Freestyle
422,495,7,7.0,456,17,5,23,91.12,85.91,86.68,True,2017,16.94,17.0,Girls,100,Freestyle
423,496,8,6.0,457,17,49,23,88.07,86.17,83.98,True,2017,16.94,17.0,Girls,100,Freestyle
424,497,9,,155,17,10,23,108.5,106.96000000000001,,False,2017,16.94,17.0,Girls,100,Freestyle
425,498,10,,153,17,39,23,129.38,108.64,,False,2017,16.94,17.0,Girls,100,Freestyle
426,499,11,,458,17,39,23,116.62,113.52000000000001,,False,2017,16.94,17.0,Girls,100,Freestyle
427,502,1,1.0,461,15,3,24,64.71,60.89,62.5,True,2017,14.849315068493151,15.0,Boys,100,Freestyle
428,503,2,2.0,462,15,49,24,66.75,65.18,64.35,True,2017,14.849315068493151,15.0,Boys,100,Freestyle
429,504,3,3.0,463,15,46,24,70.3,66.11,64.87,True,2017,14.849315068493151,15.0,Boys,100,Freestyle
430,505,4,4.0,464,15,46,24,71.03,68.61,67.08,True,2017,14.849315068493151,15.0,Boys,100,Freestyle
431,506,5,6.0,465,15,3,24,84.68,78.52,82.59,True,2017,14.849315068493151,15.0,Boys,100,Freestyle
432,507,6,7.0,466,15,17,24,81.94,80.43,82.68,True,2017,14.849315068493151,15.0,Boys,100,Freestyle
433,508,7,5.0,180,15,17,24,86.22,81.18,79.7,True,2017,14.849315068493151,15.0,Boys,100,Freestyle
434,509,8,8.0,467,15,18,24,88.12,81.78999999999999,85.26,True,2017,14.849315068493151,15.0,Boys,100,Freestyle
435,510,9,,468,15,34,24,77.5,83.43,,False,2017,14.849315068493151,15.0,Boys,100,Freestyle
436,511,10,,469,15,52,24,80.18,83.64,,False,2017,14.849315068493151,15.0,Boys,100,Freestyle
437,512,11,,470,15,33,24,86.78,84.78999999999999,,False,2017,14.849315068493151,15.0,Boys,100,Freestyle
438,513,12,,184,15,3,24,98.5,84.83,,False,2017,14.849315068493151,15.0,Boys,100,Freestyle
439,514,13,,471,15,17,24,91.0,85.65,,False,2017,14.849315068493151,15.0,Boys,100,Freestyle
440,515,14,,472,15,34,24,92.03999999999999,88.12,,False,2017,14.849315068493151,15.0,Boys,100,Freestyle
441,516,15,,473,15,33,24,92.97,88.77,,False,2017,14.849315068493151,15.0,Boys,100,Freestyle
442,517,16,,474,15,34,24,88.56,89.41,,False,2017,14.849315068493151,15.0,Boys,100,Freestyle
443,518,17,,183,15,3,24,94.35,90.83,,False,2017,14.849315068493151,15.0,Boys,100,Freestyle
444,519,18,,475,15,52,24,91.81,90.98,,False,2017,14.849315068493151,15.0,Boys,100,Freestyle
445,520,19,,320,15,46,24,92.41,91.64,,False,2017,14.849315068493151,15.0,Boys,100,Freestyle
446,521,20,,476,15,3,24,103.28,92.99000000000001,,False,2017,14.849315068493151,15.0,Boys,100,Freestyle
447,525,1,1.0,18,16,3,25,53.0,53.07,52.37,True,2017,16.0,16.0,Boys,100,Freestyle
448,526,2,2.0,479,16,5,25,62.16,60.02,59.91,True,2017,16.0,16.0,Boys,100,Freestyle
449,527,3,3.0,480,16,27,25,71.98,65.93,65.35,True,2017,16.0,16.0,Boys,100,Freestyle
450,528,4,4.0,481,16,48,25,72.9,68.32,68.03999999999999,True,2017,16.0,16.0,Boys,100,Freestyle
451,529,5,5.0,482,16,33,25,75.81,68.49,68.46000000000001,True,2017,16.0,16.0,Boys,100,Freestyle
452,530,6,8.0,483,16,3,25,74.69,72.22,73.49,True,2017,16.0,16.0,Boys,100,Freestyle
453,531,7,6.0,484,16,52,25,77.32,72.76,69.4,True,2017,16.0,16.0,Boys,100,Freestyle
454,532,8,7.0,485,16,5,25,81.0,74.33,71.85,True,2017,16.0,16.0,Boys,100,Freestyle
455,533,9,,411,16,5,25,83.94,75.01,,False,2017,16.0,16.0,Boys,100,Freestyle
456,534,10,,486,16,38,25,80.0,75.67,,False,2017,16.0,16.0,Boys,100,Freestyle
457,535,11,,487,16,33,25,82.81,78.08,,False,2017,16.0,16.0,Boys,100,Freestyle
458,536,12,,488,16,3,25,102.16,79.77,,False,2017,16.0,16.0,Boys,100,Freestyle
459,537,13,,489,16,52,25,78.25,79.86,,False,2017,16.0,16.0,Boys,100,Freestyle
460,538,14,,490,16,43,25,82.0,83.38,,False,2017,16.0,16.0,Boys,100,Freestyle
461,539,15,,223,16,33,25,86.5,84.93,,False,2017,16.0,16.0,Boys,100,Freestyle
462,540,16,,231,16,52,25,97.19,89.47,,False,2017,16.0,16.0,Boys,100,Freestyle
463,541,17,,491,16,33,25,95.44,89.53999999999999,,False,2017,16.0,16.0,Boys,100,Freestyle
464,542,18,,492,16,46,25,93.25,92.6,,False,2017,16.0,16.0,Boys,100,Freestyle
465,543,19,,343,16,5,25,100.03,94.78,,False,2017,16.0,16.0,Boys,100,Freestyle
466,544,20,,493,16,36,25,104.81,101.43,,False,2017,16.0,16.0,Boys,100,Freestyle
467,545,21,,494,16,5,25,113.63,113.88,,False,2017,16.0,16.0,Boys,100,Freestyle
468,546,22,,495,16,18,25,110.06,114.03999999999999,,False,2017,16.0,16.0,Boys,100,Freestyle
469,547,1,1.0,496,17,52,26,53.52,57.56,53.64,True,2017,17.0,17.0,Boys,100,Freestyle
470,548,2,2.0,497,17,26,26,57.29,58.78,56.85,True,2017,17.0,17.0,Boys,100,Freestyle
471,549,3,4.0,498,17,52,26,60.98,59.14,57.34,True,2017,17.0,17.0,Boys,100,Freestyle
472,550,4,5.0,413,17,5,26,65.94,59.83,59.37,True,2017,17.0,17.0,Boys,100,Freestyle
473,551,5,2.0,499,17,48,26,61.59,60.13,56.85,True,2017,17.0,17.0,Boys,100,Freestyle
474,552,6,6.0,352,17,33,26,75.68,66.02,64.35,True,2017,17.0,17.0,Boys,100,Freestyle
475,553,7,7.0,500,17,46,26,71.78,70.03,68.59,True,2017,17.0,17.0,Boys,100,Freestyle
476,554,8,8.0,501,17,3,26,76.16,71.94,72.05,True,2017,17.0,17.0,Boys,100,Freestyle
477,555,9,,502,17,43,26,78.75,76.95,,False,2017,17.0,17.0,Boys,100,Freestyle
