,divsRank,finalRank,seedTime,divsTime,qualified,distance,gender,stroke,points,seedSpeed,divsSpeed,deltaSpeed,genderIndicator,isFly,isBack,isBreast,isFree,isIM,isQl
187,22,22.0,51.32,50.02,True,50,Boys,Backstroke,0.0,0.9742790335151987,0.9996001599360256,0.025321126420826845,0,0,1,0,0,0,1
188,23,24.0,56.31,51.05,True,50,Boys,Backstroke,0.0,0.8879417510211329,0.9794319294809012,0.09149017845976826,0,0,1,0,0,0,1
189,24,23.0,53.9,51.62,True,50,Boys,Backstroke,0.0,0.927643784786642,0.9686168151879118,0.04097303040126976,0,0,1,0,0,0,1
190,25,,63.99,53.25,False,50,Boys,Backstroke,0.0,0.781372089388967,0.9389671361502347,0.1575950467612678,0,0,1,0,0,0,0
191,26,,56.41,58.56,False,50,Boys,Backstroke,0.0,0.8863676653075696,0.8538251366120219,-0.032542528695547746,0,0,1,0,0,0,0
192,27,,60.47,65.92,False,50,Boys,Backstroke,0.0,0.826856292376385,0.7584951456310679,-0.06836114674531713,0,0,1,0,0,0,0
193,28,,66.47,66.86,False,50,Boys,Backstroke,0.0,0.7522190461862495,0.7478312892611427,-0.004387756925106734,0,0,1,0,0,0,0
194,29,,64.56,80.8,False,50,Boys,Backstroke,0.0,0.7744733581164808,0.6188118811881188,-0.15566147692836196,0,0,1,0,0,0,0
195,1,1.0,32.78,29.81,True,50,Boys,Backstroke,20.0,1.5253203172666259,1.677289500167729,0.15196918290110317,0,0,1,0,0,0,1
196,2,2.0,32.1,30.71,True,50,Boys,Backstroke,18.0,1.557632398753894,1.62813415825464,0.070501759500746,0,0,1,0,0,0,1
197,3,4.0,32.0,31.53,True,50,Boys,Backstroke,14.0,1.5625,1.5857913098636218,0.023291309863621823,0,0,1,0,0,0,1
198,4,3.0,31.96,32.19,True,50,Boys,Backstroke,16.0,1.5644555694618272,1.5532774153463809,-0.011178154115446315,0,0,1,0,0,0,1
199,5,6.0,34.12,33.57,True,50,Boys,Backstroke,11.0,1.4654161781946073,1.4894250819183794,0.024008903723772068,0,0,1,0,0,0,1
200,6,5.0,32.6,33.59,True,50,Boys,Backstroke,12.0,1.5337423312883436,1.4885382554331645,-0.04520407585517905,0,0,1,0,0,0,1
201,7,7.0,33.0,34.32,True,50,Boys,Backstroke,10.0,1.5151515151515151,1.456876456876457,-0.05827505827505819,0,0,1,0,0,0,1
202,8,8.0,35.28,34.45,True,50,Boys,Backstroke,9.0,1.417233560090703,1.4513788098693758,0.03414524977867295,0,0,1,0,0,0,1
203,9,9.0,36.13,35.54,True,50,Boys,Backstroke,8.0,1.383891502906172,1.4068655036578503,0.022974000751678325,0,0,1,0,0,0,1
204,10,10.0,38.85,35.9,True,50,Boys,Backstroke,7.0,1.287001287001287,1.392757660167131,0.10575637316584396,0,0,1,0,0,0,1
205,11,11.0,38.23,37.44,True,50,Boys,Backstroke,6.0,1.3078733978550878,1.3354700854700856,0.027596687614997784,0,0,1,0,0,0,1
206,12,12.0,39.16,38.59,True,50,Boys,Backstroke,5.0,1.2768130745658837,1.2956724540036277,0.018859379437744073,0,0,1,0,0,0,1
207,13,13.0,43.1,40.23,True,50,Boys,Backstroke,4.0,1.160092807424594,1.2428535918468806,0.08276078442228663,0,0,1,0,0,0,1
208,14,14.0,43.4,40.75,True,50,Boys,Backstroke,3.0,1.1520737327188941,1.2269938650306749,0.07492013231178074,0,0,1,0,0,0,1
209,15,16.0,43.26,42.71,True,50,Boys,Backstroke,1.0,1.155802126675913,1.1706860220088973,0.014883895332984176,0,0,1,0,0,0,1
210,16,15.0,45.67,43.93,True,50,Boys,Backstroke,2.0,1.0948105977665863,1.1381743683132255,0.0433637705466392,0,0,1,0,0,0,1
211,17,21.0,46.06,44.51,True,50,Boys,Backstroke,0.0,1.0855405992184106,1.1233430689732644,0.037802469754853796,0,0,1,0,0,0,1
212,18,22.0,50.04,44.64,True,50,Boys,Backstroke,0.0,0.9992006394884093,1.1200716845878136,0.12087104509940427,0,0,1,0,0,0,1
213,19,17.0,48.75,45.2,True,50,Boys,Backstroke,0.0,1.0256410256410255,1.1061946902654867,0.08055366462446112,0,0,1,0,0,0,1
214,20,23.0,45.31,45.46,True,50,Boys,Backstroke,0.0,1.1035091591260207,1.0998680158380993,-0.0036411432879213113,0,0,1,0,0,0,1
215,21,,45.8,47.2,True,50,Boys,Backstroke,0.0,1.091703056768559,1.059322033898305,-0.03238102287025413,0,0,1,0,0,0,1
216,22,20.0,48.84,47.52,True,50,Boys,Backstroke,0.0,1.0237510237510237,1.0521885521885521,0.028437528437528448,0,0,1,0,0,0,1
217,23,18.0,46.6,47.67,True,50,Boys,Backstroke,0.0,1.0729613733905579,1.0488777008600796,-0.024083672530478273,0,0,1,0,0,0,1
218,24,19.0,46.8,47.96,True,50,Boys,Backstroke,0.0,1.0683760683760684,1.042535446205171,-0.02584062217089733,0,0,1,0,0,0,1
219,25,,47.44,49.4,False,50,Boys,Backstroke,0.0,1.0539629005059021,1.0121457489878543,-0.04181715151804788,0,0,1,0,0,0,0
220,26,,55.32,51.47,False,50,Boys,Backstroke,0.0,0.9038322487346349,0.9714396735962697,0.06760742486163485,0,0,1,0,0,0,0
221,27,,57.85,53.09,False,50,Boys,Backstroke,0.0,0.8643042350907519,0.9417969485778865,0.0774927134871346,0,0,1,0,0,0,0
222,28,,56.94,54.75,False,50,Boys,Backstroke,0.0,0.8781173164734809,0.91324200913242,0.03512469265893914,0,0,1,0,0,0,0
223,29,,64.41,58.98,False,50,Boys,Backstroke,0.0,0.776276975624903,0.84774499830451,0.07146802267960695,0,0,1,0,0,0,0
224,30,,70.88,62.47,False,50,Boys,Backstroke,0.0,0.7054176072234764,0.8003841844085161,0.09496657718503976,0,0,1,0,0,0,0
225,1,1.0,85.78,81.14,True,100,Girls,Breaststroke,20.0,1.165772907437631,1.2324377618930245,0.06666485445539339,1,0,0,1,0,0,1
226,2,3.0,84.13,84.9,True,100,Girls,Breaststroke,16.0,1.1886366337810532,1.1778563015312131,-0.010780332249840097,1,0,0,1,0,0,1
227,3,2.0,89.36,87.88,True,100,Girls,Breaststroke,18.0,1.1190689346463742,1.137915339098771,0.018846404452396825,1,0,0,1,0,0,1
228,4,4.0,92.64,91.82,True,100,Girls,Breaststroke,14.0,1.079447322970639,1.0890873448050535,0.009640021834414592,1,0,0,1,0,0,1
229,5,5.0,90.91,93.97999999999999,True,100,Girls,Breaststroke,12.0,1.099989000109999,1.0640561821664185,-0.0359328179435805,1,0,0,1,0,0,1
230,6,6.0,95.28999999999999,95.94,True,100,Girls,Breaststroke,11.0,1.04942806170637,1.0423181154888472,-0.007109946217522811,1,0,0,1,0,0,1
231,7,7.0,105.89,101.44,True,100,Girls,Breaststroke,10.0,0.9443762394938143,0.9858044164037855,0.04142817690997114,1,0,0,1,0,0,1
232,8,8.0,103.28,107.21000000000001,True,100,Girls,Breaststroke,9.0,0.9682416731216111,0.9327488107452663,-0.03549286237634486,1,0,0,1,0,0,1
233,9,,109.72,109.83,False,100,Girls,Breaststroke,0.0,0.911410864017499,0.9104980424292088,-0.0009128215882902024,1,0,0,1,0,0,0
234,10,,114.3,114.67,False,100,Girls,Breaststroke,0.0,0.8748906386701663,0.8720676724513822,-0.0028229662187840843,1,0,0,1,0,0,0
235,11,,127.0,124.44,False,100,Girls,Breaststroke,0.0,0.7874015748031497,0.8036001285760206,0.01619855377287094,1,0,0,1,0,0,0
236,12,,130.28,131.22,False,100,Girls,Breaststroke,0.0,0.7675775253300583,0.7620789513793629,-0.005498573950695418,1,0,0,1,0,0,0
237,13,,127.03,134.53,False,100,Girls,Breaststroke,0.0,0.7872156183578682,0.7433286255853713,-0.04388699277249697,1,0,0,1,0,0,0
238,14,,149.57,152.51,False,100,Girls,Breaststroke,0.0,0.6685832720465334,0.655694708543702,-0.012888563502831407,1,0,0,1,0,0,0
239,1,1.0,87.09,84.0,True,100,Girls,Breaststroke,20.0,1.1482374555057986,1.1904761904761905,0.04223873497039188,1,0,0,1,0,0,1
240,2,2.0,94.9,90.55,True,100,Girls,Breaststroke,18.0,1.053740779768177,1.1043622308117063,0.05062145104352922,1,0,0,1,0,0,1
241,3,,91.09,90.92,True,100,Girls,Breaststroke,0.0,1.0978153474585575,1.0998680158380993,0.0020526683795418776,1,0,0,1,0,0,1
242,4,3.0,101.13,96.66,True,100,Girls,Breaststroke,16.0,0.9888262632255513,1.0345541071798054,0.04572784395425411,1,0,0,1,0,0,1
243,5,4.0,98.91,100.09,True,100,Girls,Breaststroke,14.0,1.011020119300374,0.9991008092716555,-0.0119193100287186,1,0,0,1,0,0,1
244,6,5.0,104.97999999999999,101.81,True,100,Girls,Breaststroke,12.0,0.9525623928367309,0.9822217856792064,0.02965939284247543,1,0,0,1,0,0,1
245,7,6.0,105.9,107.6,True,100,Girls,Breaststroke,11.0,0.9442870632672332,0.929368029739777,-0.014919033527456271,1,0,0,1,0,0,1
246,8,7.0,120.39,112.25999999999999,True,100,Girls,Breaststroke,10.0,0.8306337735692333,0.8907892392659897,0.06015546569675645,1,0,0,1,0,0,1
247,9,,110.22,113.96000000000001,False,100,Girls,Breaststroke,0.0,0.9072763563781528,0.8775008775008775,-0.029775478877275385,1,0,0,1,0,0,0
248,10,,127.34,116.11,False,100,Girls,Breaststroke,0.0,0.785299198994817,0.8612522607871845,0.0759530617923675,1,0,0,1,0,0,0
249,11,,119.22,116.25999999999999,False,100,Girls,Breaststroke,0.0,0.8387854386847844,0.8601410631343541,0.021355624449569732,1,0,0,1,0,0,0
250,12,,115.0,116.72,False,100,Girls,Breaststroke,0.0,0.8695652173913043,0.8567511994516792,-0.01281401793962511,1,0,0,1,0,0,0
251,13,,121.9,117.7,False,100,Girls,Breaststroke,0.0,0.8203445447087776,0.8496176720475785,0.02927312733880094,1,0,0,1,0,0,0
252,14,,123.71,118.6,False,100,Girls,Breaststroke,0.0,0.8083420903726457,0.8431703204047218,0.034828230032076135,1,0,0,1,0,0,0
253,15,,121.9,123.3,False,100,Girls,Breaststroke,0.0,0.8203445447087776,0.8110300081103001,-0.009314536598477474,1,0,0,1,0,0,0
254,16,,125.16,123.86,False,100,Girls,Breaststroke,0.0,0.7989773090444232,0.8073631519457451,0.008385842901321938,1,0,0,1,0,0,0
255,1,2.0,81.15,80.83,True,100,Girls,Breaststroke,18.0,1.2322858903265557,1.2371644191513052,0.004878528824749484,1,0,0,1,0,0,1
256,2,1.0,84.3,82.95,True,100,Girls,Breaststroke,20.0,1.1862396204033214,1.2055455093429777,0.019305888939656235,1,0,0,1,0,0,1
257,3,3.0,92.5,91.13,True,100,Girls,Breaststroke,16.0,1.0810810810810811,1.097333479644464,0.016252398563382897,1,0,0,1,0,0,1
258,4,4.0,92.63,94.53,True,100,Girls,Breaststroke,14.0,1.0795638562020944,1.0578652279699565,-0.021698628232137862,1,0,0,1,0,0,1
259,5,6.0,97.96000000000001,95.47999999999999,True,100,Girls,Breaststroke,11.0,1.0208248264597795,1.0473397570171765,0.026514930557397065,1,0,0,1,0,0,1
260,6,7.0,96.44,96.7,True,100,Girls,Breaststroke,10.0,1.0369141435089175,1.0341261633919339,-0.002787980116983668,1,0,0,1,0,0,1
261,7,5.0,100.84,98.36,True,100,Girls,Breaststroke,12.0,0.9916699722332407,1.01667344448963,0.025003472256389214,1,0,0,1,0,0,1
262,8,,145.94,102.57,True,100,Girls,Breaststroke,0.0,0.6852131012744964,0.9749439407234085,0.2897308394489121,1,0,0,1,0,0,1
263,9,8.0,77.36,103.27000000000001,False,100,Girls,Breaststroke,9.0,1.2926577042399172,0.9683354313934346,-0.32432227284648263,1,0,0,1,0,0,0
264,10,,106.66,107.42,False,100,Girls,Breaststroke,0.0,0.9375585974123383,0.930925339787749,-0.006633257624589217,1,0,0,1,0,0,0
265,11,,104.65,107.72,False,100,Girls,Breaststroke,0.0,0.9555661729574773,0.9283327144448571,-0.027233458512620157,1,0,0,1,0,0,0
266,12,,119.55,112.91,False,100,Girls,Breaststroke,0.0,0.8364700961940611,0.885661146045523,0.04919104985146194,1,0,0,1,0,0,0
267,13,,116.35,113.83,False,100,Girls,Breaststroke,0.0,0.8594757198109154,0.8785030308354564,0.019027311024541027,1,0,0,1,0,0,0
268,14,,120.0,123.47,False,100,Girls,Breaststroke,0.0,0.8333333333333334,0.8099133392726978,-0.02341999406063555,1,0,0,1,0,0,0
269,14,,121.97,123.47,False,100,Girls,Breaststroke,0.0,0.8198737394441256,0.8099133392726978,-0.009960400171427741,1,0,0,1,0,0,0
270,1,1.0,77.94,76.42,True,100,Boys,Breaststroke,20.0,1.2830382345393894,1.3085579691180318,0.025519734578642428,0,0,0,1,0,0,1
271,2,2.0,102.94,96.86,True,100,Boys,Breaststroke,18.0,0.9714396735962697,1.0324179227751393,0.060978249178869626,0,0,0,1,0,0,1
272,3,3.0,100.25,98.3,True,100,Boys,Breaststroke,16.0,0.9975062344139651,1.017293997965412,0.019787763551446957,0,0,0,1,0,0,1
273,4,4.0,104.38,103.58,True,100,Boys,Breaststroke,14.0,0.9580379383023568,0.9654373431164318,0.007399404814074972,0,0,0,1,0,0,1
274,5,5.0,115.0,105.24000000000001,True,100,Boys,Breaststroke,12.0,0.8695652173913043,0.9502090459901178,0.08064382859881347,0,0,0,1,0,0,1
275,6,7.0,113.75,111.08,True,100,Boys,Breaststroke,10.0,0.8791208791208791,0.9002520705797623,0.021131191458883203,0,0,0,1,0,0,1
276,7,6.0,114.38,111.94,True,100,Boys,Breaststroke,11.0,0.8742787200559539,0.8933357155619082,0.0190569955059543,0,0,0,1,0,0,1
277,8,8.0,140.93,119.03,True,100,Boys,Breaststroke,9.0,0.7095721280068119,0.8401243384020834,0.13055221039527154,0,0,0,1,0,0,1
278,9,,111.87,123.6,False,100,Boys,Breaststroke,0.0,0.8938946992044337,0.8090614886731392,-0.08483321053129445,0,0,0,1,0,0,0
279,10,,134.5,130.0,False,100,Boys,Breaststroke,0.0,0.7434944237918215,0.7692307692307693,0.02573634543894776,0,0,0,1,0,0,0
280,1,1.0,73.25,68.32,True,100,Boys,Breaststroke,20.0,1.3651877133105803,1.4637002341920375,0.09851252088145723,0,0,0,1,0,0,1
281,2,2.0,72.34,77.02,True,100,Boys,Breaststroke,18.0,1.3823610727121924,1.2983640612827838,-0.08399701142940863,0,0,0,1,0,0,1
282,3,4.0,96.15,85.5,True,100,Boys,Breaststroke,14.0,1.0400416016640666,1.1695906432748537,0.12954904161078717,0,0,0,1,0,0,1
283,4,3.0,91.61,85.74,True,100,Boys,Breaststroke,16.0,1.0915838882218099,1.166316771635176,0.07473288341336626,0,0,0,1,0,0,1
284,5,5.0,92.44,87.58,True,100,Boys,Breaststroke,12.0,1.081782778018174,1.1418131993605847,0.06003042134241077,0,0,0,1,0,0,1
285,6,6.0,91.28,88.16,True,100,Boys,Breaststroke,11.0,1.0955302366345312,1.134301270417423,0.038771033782891706,0,0,0,1,0,0,1
286,7,7.0,98.94,95.53,True,100,Boys,Breaststroke,10.0,1.0107135637760258,1.0467915837956663,0.036078020019640444,0,0,0,1,0,0,1
287,8,8.0,104.25999999999999,101.5,True,100,Boys,Breaststroke,9.0,0.9591406100134281,0.9852216748768473,0.026081064863419212,0,0,0,1,0,0,1
288,9,,107.18,103.22,False,100,Boys,Breaststroke,0.0,0.9330098899048329,0.968804495252858,0.03579460534802503,0,0,0,1,0,0,0
289,10,,112.53999999999999,104.84,False,100,Boys,Breaststroke,0.0,0.888572951839346,0.9538344143456695,0.06526146250632348,0,0,0,1,0,0,0
290,11,,97.75,107.75,False,100,Boys,Breaststroke,0.0,1.0230179028132993,0.9280742459396751,-0.09494365687362416,0,0,0,1,0,0,0
291,12,,116.4,111.25,False,100,Boys,Breaststroke,0.0,0.8591065292096219,0.898876404494382,0.03976987528476006,0,0,0,1,0,0,0
292,13,,122.94,121.45,False,100,Boys,Breaststroke,0.0,0.8134049129656743,0.8233841086867023,0.009979195721028011,0,0,0,1,0,0,0
293,1,2.0,71.24,70.6,True,100,Boys,Breaststroke,18.0,1.4037057832678272,1.41643059490085,0.012724811633022748,0,0,0,1,0,0,1
294,2,1.0,71.2,72.24,True,100,Boys,Breaststroke,20.0,1.4044943820224718,1.3842746400885937,-0.0202197419338781,0,0,0,1,0,0,1
295,3,4.0,78.69,75.56,True,100,Boys,Breaststroke,14.0,1.2708095056551023,1.3234515616728428,0.052642056017740524,0,0,0,1,0,0,1
296,4,3.0,77.22,77.03,True,100,Boys,Breaststroke,16.0,1.295001295001295,1.2981955082435415,0.0031942132422464464,0,0,0,1,0,0,1
297,5,5.0,100.22999999999999,81.81,True,100,Boys,Breaststroke,12.0,0.99770527786092,1.222344456667889,0.22463917880696893,0,0,0,1,0,0,1
298,6,6.0,85.01,85.92,True,100,Boys,Breaststroke,11.0,1.1763321962122102,1.1638733705772812,-0.01245882563492895,0,0,0,1,0,0,1
299,7,,91.15,87.26,True,100,Boys,Breaststroke,0.0,1.0970927043335161,1.1460004584001833,0.04890775406666714,0,0,0,1,0,0,1
300,8,7.0,92.8,92.58,True,100,Boys,Breaststroke,10.0,1.0775862068965518,1.0801468999783972,0.0025606930818453666,0,0,0,1,0,0,1
301,9,8.0,101.28,96.53,False,100,Boys,Breaststroke,9.0,0.9873617693522907,1.0359473738734073,0.0485856045211166,0,0,0,1,0,0,0
302,10,,95.96000000000001,96.7,False,100,Boys,Breaststroke,0.0,1.0421008753647352,1.0341261633919339,-0.007974711972801307,0,0,0,1,0,0,0
303,11,,102.72999999999999,100.07,False,100,Boys,Breaststroke,0.0,0.9734254842791785,0.99930048965724,0.025875005378061533,0,0,0,1,0,0,0
304,12,,103.28,103.97,False,100,Boys,Breaststroke,0.0,0.9682416731216111,0.9618159084351255,-0.006425764686485591,0,0,0,1,0,0,0
305,13,,110.28999999999999,106.47,False,100,Boys,Breaststroke,0.0,0.9067005168192946,0.9392317084624777,0.03253119164318308,0,0,0,1,0,0,0
306,14,,111.56,110.58,False,100,Boys,Breaststroke,0.0,0.8963786303334529,0.9043226623259178,0.007944031992464962,0,0,0,1,0,0,0
307,15,,109.41,114.11,False,100,Boys,Breaststroke,0.0,0.9139932364500503,0.8763473841030585,-0.037645852346991804,0,0,0,1,0,0,0
308,1,1.0,33.34,33.26,True,50,Girls,Butterfly,20.0,1.4997000599880022,1.503307276007216,0.003607216019213766,1,1,0,0,0,0,1
309,2,2.0,33.53,33.62,True,50,Girls,Butterfly,18.0,1.4912019087384432,1.48720999405116,-0.003991914687283105,1,1,0,0,0,0,1
310,3,4.0,32.24,33.71,True,50,Girls,Butterfly,14.0,1.5508684863523572,1.483239394838327,-0.06762909151403029,1,1,0,0,0,0,1
311,4,3.0,32.96,33.73,True,50,Girls,Butterfly,16.0,1.5169902912621358,1.4823599169878448,-0.034630374274291054,1,1,0,0,0,0,1
312,5,5.0,37.99,34.19,True,50,Girls,Butterfly,12.0,1.3161358252171624,1.4624159110851127,0.14628008586795027,1,1,0,0,0,0,1
313,6,,38.43,36.61,True,50,Girls,Butterfly,0.0,1.3010668748373666,1.3657470636438132,0.06468018880644655,1,1,0,0,0,0,1
314,7,6.0,40.3,36.97,True,50,Girls,Butterfly,11.0,1.240694789081886,1.352447930754666,0.11175314167277994,1,1,0,0,0,0,1
315,8,7.0,44.94,39.88,True,50,Girls,Butterfly,10.0,1.1125945705384959,1.2537612838515546,0.14116671331305874,1,1,0,0,0,0,1
316,9,8.0,42.2,43.82,True,50,Girls,Butterfly,9.0,1.1848341232227488,1.1410314924691922,-0.043802630753556615,1,1,0,0,0,0,1
317,10,9.0,44.1,44.93,True,50,Girls,Butterfly,8.0,1.1337868480725624,1.1128421989761852,-0.020944649096377166,1,1,0,0,0,0,1
318,11,10.0,46.9,47.29,True,50,Girls,Butterfly,7.0,1.0660980810234542,1.0573059843518715,-0.00879209667158265,1,1,0,0,0,0,1
319,12,11.0,50.09,49.33,True,50,Girls,Butterfly,6.0,0.9982032341784787,1.0135819987837016,0.015378764605222917,1,1,0,0,0,0,1
320,13,12.0,55.3,59.16,True,50,Girls,Butterfly,5.0,0.9041591320072333,0.8451656524678838,-0.058993479539349525,1,1,0,0,0,0,1
321,1,1.0,31.2,32.63,True,50,Girls,Butterfly,20.0,1.6025641025641026,1.532332209623046,-0.07023189294105658,1,1,0,0,0,0,1
322,2,2.0,34.28,34.95,True,50,Girls,Butterfly,18.0,1.4585764294049008,1.4306151645207439,-0.027961264884156956,1,1,0,0,0,0,1
323,3,3.0,38.64,35.78,True,50,Girls,Butterfly,16.0,1.2939958592132506,1.397428731134712,0.10343287192146144,1,1,0,0,0,0,1
324,4,4.0,36.7,37.26,True,50,Girls,Butterfly,14.0,1.3623978201634876,1.3419216317767042,-0.020476188386783445,1,1,0,0,0,0,1
325,5,5.0,35.47,37.45,True,50,Girls,Butterfly,12.0,1.4096419509444602,1.3351134846461947,-0.07452846629826548,1,1,0,0,0,0,1
326,6,7.0,40.45,38.51,True,50,Girls,Butterfly,10.0,1.2360939431396785,1.2983640612827838,0.062270118143105346,1,1,0,0,0,0,1
327,7,6.0,38.23,38.67,True,50,Girls,Butterfly,11.0,1.3078733978550878,1.2929919834497026,-0.014881414405385263,1,1,0,0,0,0,1
328,8,8.0,43.63,40.82,True,50,Girls,Butterfly,9.0,1.1460004584001833,1.224889759921607,0.07888930152142382,1,1,0,0,0,0,1
329,9,9.0,45.44,42.41,True,50,Girls,Butterfly,8.0,1.1003521126760565,1.1789672247111531,0.07861511203509663,1,1,0,0,0,0,1
330,10,10.0,47.5,49.15,True,50,Girls,Butterfly,7.0,1.0526315789473684,1.017293997965412,-0.035337580981956274,1,1,0,0,0,0,1
331,11,11.0,55.78,49.79,True,50,Girls,Butterfly,6.0,0.8963786303334529,1.004217714400482,0.10783908406702913,1,1,0,0,0,0,1
332,12,13.0,57.0,53.23,True,50,Girls,Butterfly,4.0,0.8771929824561403,0.9393199323689649,0.062126949912824636,1,1,0,0,0,0,1
333,13,14.0,58.0,59.38,True,50,Girls,Butterfly,3.0,0.8620689655172413,0.842034355001684,-0.020034610515557327,1,1,0,0,0,0,1
334,14,12.0,64.36,61.22,True,50,Girls,Butterfly,5.0,0.7768800497203232,0.8167265599477295,0.03984651022740626,1,1,0,0,0,0,1
335,1,1.0,30.74,32.08,True,50,Girls,Butterfly,20.0,1.6265452179570592,1.5586034912718205,-0.06794172668523868,1,1,0,0,0,0,1
336,2,4.0,34.84,34.61,True,50,Girls,Butterfly,14.0,1.4351320321469574,1.444669170759896,0.00953713861293859,1,1,0,0,0,0,1
337,3,2.0,35.16,35.8,True,50,Girls,Butterfly,18.0,1.4220705346985212,1.3966480446927376,-0.02542249000578356,1,1,0,0,0,0,1
338,4,3.0,36.52,36.11,True,50,Girls,Butterfly,16.0,1.3691128148959473,1.3846579894765993,0.015545174580652077,1,1,0,0,0,0,1
339,5,5.0,41.73,36.85,True,50,Girls,Butterfly,12.0,1.1981787682722262,1.3568521031207599,0.15867333484853363,1,1,0,0,0,0,1
340,6,8.0,43.18,41.42,True,50,Girls,Butterfly,9.0,1.1579434923575729,1.2071463061323031,0.049202813774730236,1,1,0,0,0,0,1
341,7,7.0,46.4,43.86,True,50,Girls,Butterfly,10.0,1.0775862068965518,1.1399908800729595,0.06240467317640763,1,1,0,0,0,0,1
342,8,6.0,55.9,44.97,True,50,Girls,Butterfly,11.0,0.8944543828264758,1.1118523460084502,0.21739796318197435,1,1,0,0,0,0,1
343,9,10.0,51.26,51.7,True,50,Girls,Butterfly,7.0,0.9754194303550527,0.9671179883945841,-0.00830144196046867,1,1,0,0,0,0,1
344,10,9.0,54.41,52.47,True,50,Girls,Butterfly,8.0,0.9189487226612756,0.9529254812273681,0.0339767585660925,1,1,0,0,0,0,1
345,11,,56.16,52.96,True,50,Girls,Butterfly,0.0,0.8903133903133904,0.9441087613293051,0.053795371015914695,1,1,0,0,0,0,1
346,12,,62.33,68.75,True,50,Girls,Butterfly,0.0,0.802181934862827,0.7272727272727273,-0.07490920759009967,1,1,0,0,0,0,1
347,1,1.0,30.12,27.4,True,50,Boys,Butterfly,20.0,1.6600265604249667,1.8248175182481752,0.16479095782320852,0,1,0,0,0,0,1
348,2,2.0,28.96,29.18,True,50,Boys,Butterfly,18.0,1.7265193370165746,1.7135023989033584,-0.013016938113216137,0,1,0,0,0,0,1
349,3,3.0,36.15,35.07,True,50,Boys,Butterfly,16.0,1.3831258644536653,1.42571998859424,0.04259412414057473,0,1,0,0,0,0,1
350,4,4.0,36.1,37.04,True,50,Boys,Butterfly,14.0,1.3850415512465373,1.349892008639309,-0.03514954260722836,0,1,0,0,0,0,1
351,5,5.0,39.6,38.36,True,50,Boys,Butterfly,12.0,1.2626262626262625,1.3034410844629822,0.040814821836719695,0,1,0,0,0,0,1
352,6,6.0,43.03,40.86,True,50,Boys,Butterfly,11.0,1.1619800139437602,1.2236906510034264,0.061710637059666285,0,1,0,0,0,0,1
353,7,7.0,44.41,42.04,True,50,Boys,Butterfly,10.0,1.1258725512272012,1.1893434823977165,0.06347093117051528,0,1,0,0,0,0,1
354,8,8.0,47.79,43.1,True,50,Boys,Butterfly,9.0,1.0462439840970914,1.160092807424594,0.11384882332750257,0,1,0,0,0,0,1
355,9,9.0,55.72,66.62,True,50,Boys,Butterfly,8.0,0.8973438621679828,0.7505253677574302,-0.1468184944105526,0,1,0,0,0,0,1
356,1,1.0,30.68,28.39,True,50,Boys,Butterfly,20.0,1.6297262059973925,1.7611835153222966,0.13145730932490407,0,1,0,0,0,0,1
357,2,2.0,32.5,30.27,True,50,Boys,Butterfly,18.0,1.5384615384615385,1.6518004625041296,0.11333892404259105,0,1,0,0,0,0,1
358,3,3.0,31.47,30.32,True,50,Boys,Butterfly,16.0,1.5888147442008262,1.6490765171503958,0.06026177294956958,0,1,0,0,0,0,1
359,4,5.0,31.81,31.23,True,50,Boys,Butterfly,12.0,1.5718327569946557,1.601024655779699,0.029191898785043247,0,1,0,0,0,0,1
360,5,4.0,29.89,31.54,True,50,Boys,Butterfly,14.0,1.6728002676480427,1.585288522511097,-0.0875117451369456,0,1,0,0,0,0,1
